image_name,x1,y1,x2,y2,theta,fdi_last_digit,fdi_number
upper_10003.png,-0.3766,-0.0528,-0.2146,0.1402,0.968843,4,24
upper_10003.png,-0.4113,0.1217,-0.2613,0.3133,0.860234,5,25
upper_10003.png,-0.4556,0.2715,-0.2811,0.5327,0.789340,6,26
upper_10004.png,-0.4776,0.2780,-0.3006,0.5390,0.804946,6,16
upper_10004.png,-0.4382,0.1263,-0.2907,0.3012,0.881241,5,15
upper_10004.png,-0.3971,-0.0431,-0.2428,0.1472,0.969430,4,14
upper_10004.png,-0.3468,-0.2206,-0.2158,-0.0221,-0.921109,3,13
upper_10004.png,-0.2660,-0.3335,-0.1356,-0.1533,-0.780904,2,12
upper_10004.png,-0.1567,-0.4130,-0.0067,-0.2008,-0.615055,1,11
upper_10004.png,-0.1496,-0.4113,0.0059,-0.1978,-0.604063,1,21
upper_10004.png,-0.2613,-0.3364,-0.1362,-0.1590,-0.769428,2,22
upper_10004.png,-0.3410,-0.2259,-0.2139,-0.0156,-0.917904,3,23
upper_10004.png,-0.4117,-0.0659,-0.2523,0.1460,0.975234,4,24
upper_10004.png,-0.4470,0.1217,-0.2894,0.3087,0.885039,5,25
upper_10004.png,-0.4691,0.2833,-0.2880,0.5399,0.804032,6,26
upper_10005.png,-0.4479,0.1983,-0.2566,0.5527,0.828273,6,16
upper_10005.png,-0.3951,0.0248,-0.2380,0.2476,0.923357,4,14
upper_10005.png,-0.3255,-0.1751,-0.2049,0.0734,-0.969316,3,13
upper_10005.png,-0.2429,-0.2848,-0.1232,-0.0615,-0.836003,2,12
upper_10005.png,-0.1447,-0.3997,-0.0024,-0.1298,-0.631433,1,11
upper_10005.png,-0.1378,-0.3779,0.0039,-0.1384,-0.628337,1,21
upper_10005.png,-0.2422,-0.2806,-0.1206,-0.0863,-0.828546,2,22
upper_10005.png,-0.3326,-0.1858,-0.2107,0.0678,-0.961206,3,23
upper_10005.png,-0.3951,0.0142,-0.2434,0.2489,0.924543,4,24
upper_10005.png,-0.4567,0.1983,-0.2578,0.5580,0.828569,6,26
upper_10006.png,-0.4577,0.2429,-0.2635,0.5515,0.796799,6,16
upper_10006.png,-0.4011,0.0845,-0.2414,0.2817,0.886315,5,15
upper_10006.png,-0.3503,-0.0702,-0.1950,0.1307,0.974865,4,14
upper_10006.png,-0.3107,-0.2488,-0.1842,-0.0437,-0.875886,3,13
upper_10006.png,-0.2119,-0.3266,-0.0914,-0.1240,-0.747525,2,12
upper_10006.png,-0.1019,-0.4033,0.0305,-0.1752,-0.565876,1,11
upper_10006.png,-0.1620,-0.3859,-0.0256,-0.1773,-0.640367,1,21
upper_10006.png,-0.1884,-0.1996,-0.0741,-0.0061,-0.842520,2,22
upper_10006.png,-0.3109,-0.2472,-0.1765,-0.0378,-0.883092,3,23
upper_10006.png,-0.3434,-0.0757,-0.1885,0.1088,0.989937,4,24
upper_10006.png,-0.3961,0.0687,-0.2369,0.2645,0.894904,5,25
upper_10006.png,-0.4502,0.2315,-0.2575,0.5615,0.793980,6,26
upper_10007.png,-0.4573,0.2609,-0.2800,0.5718,0.810349,6,16
upper_10007.png,-0.4016,0.1013,-0.2633,0.2919,0.889506,5,15
upper_10007.png,-0.3375,-0.0490,-0.1980,0.1435,0.967636,4,14
upper_10007.png,-0.2684,-0.2050,-0.1516,-0.0115,-0.902773,3,13
upper_10007.png,-0.2004,-0.3146,-0.1166,-0.1719,-0.759580,2,12
upper_10007.png,-0.1339,-0.3815,0.0011,-0.1864,-0.622646,1,11
upper_10007.png,-0.1321,-0.3788,0.0012,-0.1880,-0.614198,1,21
upper_10007.png,-0.1984,-0.3108,-0.1163,-0.1783,-0.752818,2,22
upper_10007.png,-0.2806,-0.2214,-0.1672,-0.0325,-0.905053,3,23
upper_10007.png,-0.3267,-0.0504,-0.1863,0.1416,0.970408,4,24
upper_10007.png,-0.3941,0.0909,-0.2587,0.2902,0.890902,5,25
upper_10007.png,-0.4656,0.2498,-0.2811,0.5594,0.817369,6,26
upper_10008.png,-0.4582,0.2858,-0.2691,0.5798,0.796726,6,16
upper_10008.png,-0.4026,0.1206,-0.2674,0.3082,0.879638,5,15
upper_10008.png,-0.3638,-0.0540,-0.2212,0.1366,0.977307,4,14
upper_10008.png,-0.3102,-0.2396,-0.1836,-0.0230,-0.903827,3,13
upper_10008.png,-0.2286,-0.3422,-0.1247,-0.1571,-0.765413,2,12
upper_10008.png,-0.1439,-0.3933,-0.0077,-0.1921,-0.629584,1,11
upper_10008.png,-0.1302,-0.3913,0.0067,-0.1988,-0.626893,1,21
upper_10008.png,-0.2181,-0.3570,-0.1184,-0.1597,-0.753405,2,22
upper_10008.png,-0.3075,-0.2420,-0.1867,-0.0168,-0.900293,3,23
upper_10008.png,-0.3724,-0.0620,-0.2300,0.1318,0.974623,4,24
upper_10008.png,-0.4003,0.1116,-0.2613,0.3121,0.879883,5,25
upper_10008.png,-0.4694,0.2659,-0.2819,0.5718,0.809225,6,26
upper_10009.png,-0.4930,0.2336,-0.3264,0.5224,0.827978,6,16
upper_10009.png,-0.4174,0.0914,-0.2797,0.2856,0.894651,5,15
upper_10009.png,-0.3766,-0.0755,-0.2239,0.1325,0.979774,4,14
upper_10009.png,-0.3050,-0.2287,-0.2099,-0.0265,-0.898814,3,13
upper_10009.png,-0.2219,-0.2753,-0.1130,-0.0871,-0.802276,2,12
upper_10009.png,-0.1459,-0.3872,-0.0096,-0.1614,-0.634822,1,11
upper_10009.png,-0.1309,-0.3981,0.0085,-0.1762,-0.606646,1,21
upper_10009.png,-0.2243,-0.3350,-0.1167,-0.1472,-0.758343,2,22
upper_10009.png,-0.3083,-0.2178,-0.1864,-0.0121,-0.910371,3,23
upper_10009.png,-0.3878,-0.0638,-0.2383,0.1439,0.971430,4,24
upper_10009.png,-0.4345,0.0938,-0.2939,0.2972,0.895026,5,25
upper_10009.png,-0.4816,0.2481,-0.3200,0.5399,0.820944,6,26
upper_1001.png,-0.4966,0.2872,-0.3096,0.5734,0.802835,6,16
upper_1001.png,-0.4538,0.1062,-0.2965,0.3199,0.895062,5,15
upper_1001.png,-0.4028,-0.0676,-0.2450,0.1552,0.967102,4,14
upper_1001.png,-0.3246,-0.2300,-0.2006,-0.0276,-0.910734,3,13
upper_1001.png,-0.2410,-0.3434,-0.1062,-0.1537,-0.749112,2,12
upper_1001.png,-0.1370,-0.4145,-0.0024,-0.2156,-0.616341,1,11
upper_1001.png,-0.1364,-0.4102,-0.0004,-0.2142,-0.603186,1,21
upper_1001.png,-0.2374,-0.3353,-0.1094,-0.1461,-0.770914,2,22
upper_1001.png,-0.3223,-0.2299,-0.1965,-0.0196,-0.918810,3,23
upper_1001.png,-0.3986,-0.0891,-0.2381,0.1536,0.977497,4,24
upper_1001.png,-0.4408,0.0979,-0.2930,0.3126,0.896534,5,25
upper_1001.png,-0.5017,0.2489,-0.3122,0.5605,0.821759,6,26
upper_10010.png,-0.4625,0.2185,-0.2672,0.5625,0.807545,6,16
upper_10010.png,-0.4074,0.0457,-0.2540,0.2434,0.912922,4,14
upper_10010.png,-0.3565,-0.1697,-0.2121,0.0630,-0.960718,3,13
upper_10010.png,-0.2685,-0.3006,-0.1339,-0.1093,-0.815087,2,12
upper_10010.png,-0.1465,-0.3916,0.0063,-0.2212,-0.609442,1,11
upper_10010.png,-0.1522,-0.3870,-0.0088,-0.1930,-0.638461,1,21
upper_10010.png,-0.2663,-0.2895,-0.1408,-0.1003,-0.817461,2,22
upper_10010.png,-0.3703,-0.1696,-0.2293,0.0614,-0.964861,3,23
upper_10010.png,-0.4132,0.0494,-0.2462,0.2495,0.907234,4,24
upper_10010.png,-0.4432,0.2388,-0.2362,0.5644,0.785934,6,26
upper_10011.png,-0.4330,0.2767,-0.2485,0.5618,0.778580,6,16
upper_10011.png,-0.4039,0.1050,-0.2577,0.2862,0.879363,5,15
upper_10011.png,-0.3481,-0.0208,-0.1941,0.1554,0.954884,4,14
upper_10011.png,-0.2970,-0.1862,-0.1732,0.0016,-0.922999,3,13
upper_10011.png,-0.2307,-0.3263,-0.1179,-0.1376,-0.765290,2,12
upper_10011.png,-0.1520,-0.4105,-0.0209,-0.2081,-0.621515,1,11
upper_10011.png,-0.1143,-0.3473,0.0282,-0.1652,-0.578600,1,21
upper_10011.png,-0.1994,-0.3561,-0.1004,-0.1730,-0.731526,2,22
upper_10011.png,-0.2825,-0.2272,-0.1656,-0.0360,-0.884999,3,23
upper_10011.png,-0.3601,-0.0776,-0.2131,0.1154,0.984799,4,24
upper_10011.png,-0.4043,0.0892,-0.2635,0.2883,0.881841,5,25
upper_10011.png,-0.4739,0.2433,-0.2858,0.5302,0.822095,6,26
upper_10012.png,-0.4317,0.2766,-0.2452,0.5587,0.780482,6,16
upper_10012.png,-0.3998,0.1120,-0.2561,0.2905,0.874170,5,15
upper_10012.png,-0.3433,-0.0188,-0.1937,0.1585,0.949966,4,14
upper_10012.png,-0.2957,-0.1795,-0.1707,-0.0015,-0.925853,3,13
upper_10012.png,-0.2306,-0.3228,-0.1179,-0.1355,-0.764721,2,12
upper_10012.png,-0.1517,-0.4103,-0.0199,-0.2070,-0.632097,1,11
upper_10012.png,-0.1137,-0.3443,0.0285,-0.1667,-0.569348,1,21
upper_10012.png,-0.2013,-0.3608,-0.0966,-0.1733,-0.714297,2,22
upper_10012.png,-0.2853,-0.2279,-0.1666,-0.0362,-0.894477,3,23
upper_10012.png,-0.3568,-0.0748,-0.2165,0.1133,0.985207,4,24
upper_10012.png,-0.4032,0.0879,-0.2664,0.2837,0.888634,5,25
upper_10012.png,-0.4806,0.2414,-0.2909,0.5223,0.822804,6,26
upper_10013.png,-0.4687,0.2409,-0.2887,0.5169,0.824592,6,16
upper_10013.png,-0.4023,0.1060,-0.2665,0.2796,0.893684,5,15
upper_10013.png,-0.3532,-0.0777,-0.1949,0.1432,0.971772,4,14
upper_10013.png,-0.2862,-0.2350,-0.1736,-0.0281,-0.899162,3,13
upper_10013.png,-0.1798,-0.2457,-0.0689,-0.0888,-0.773130,2,12
upper_10013.png,-0.1538,-0.4124,-0.0192,-0.2413,-0.633105,1,11
upper_10013.png,-0.1280,-0.3882,0.0179,-0.2048,-0.601036,1,21
upper_10013.png,-0.2189,-0.3262,-0.1047,-0.1392,-0.762198,2,22
upper_10013.png,-0.3076,-0.2230,-0.1864,-0.0272,-0.910635,3,23
upper_10013.png,-0.3569,-0.0562,-0.2101,0.1474,0.974439,4,24
upper_10013.png,-0.3985,0.1199,-0.2476,0.3167,0.877654,5,25
upper_10013.png,-0.4470,0.2754,-0.2704,0.5300,0.808376,6,26
upper_10014.png,-0.4597,0.2587,-0.2825,0.5430,0.814619,6,16
upper_10014.png,-0.4155,0.1142,-0.2756,0.2860,0.892749,5,15
upper_10014.png,-0.3679,-0.0508,-0.2284,0.1325,0.973735,4,14
upper_10014.png,-0.3161,-0.2170,-0.1956,-0.0340,-0.904213,3,13
upper_10014.png,-0.2436,-0.3385,-0.1260,-0.1579,-0.795765,2,12
upper_10014.png,-0.1509,-0.3907,-0.0063,-0.1834,-0.626412,1,11
upper_10014.png,-0.1379,-0.3839,0.0054,-0.1834,-0.612129,1,21
upper_10014.png,-0.2368,-0.3192,-0.1271,-0.1435,-0.787929,2,22
upper_10014.png,-0.3305,-0.2126,-0.2092,-0.0307,-0.915871,3,23
upper_10014.png,-0.3804,-0.0395,-0.2346,0.1427,0.968409,4,24
upper_10014.png,-0.4459,0.2829,-0.2476,0.5545,0.796894,6,26
upper_10014.png,-0.4272,0.1040,-0.2999,0.2830,0.906004,5,25
upper_10015.png,-0.4602,0.2538,-0.2861,0.5341,0.816742,6,16
upper_10015.png,-0.4165,0.1053,-0.2779,0.2826,0.895581,5,15
upper_10015.png,-0.3672,-0.0575,-0.2296,0.1258,0.974700,4,14
upper_10015.png,-0.3180,-0.2242,-0.1920,-0.0417,-0.903347,3,13
upper_10015.png,-0.2407,-0.3414,-0.1237,-0.1618,-0.785474,2,12
upper_10015.png,-0.1467,-0.3921,-0.0012,-0.1893,-0.614979,1,11
upper_10015.png,-0.1399,-0.3828,-0.0005,-0.1839,-0.625436,1,21
upper_10015.png,-0.2419,-0.3156,-0.1326,-0.1439,-0.789052,2,22
upper_10015.png,-0.3331,-0.2125,-0.2154,-0.0246,-0.916299,3,23
upper_10015.png,-0.3797,-0.0376,-0.2371,0.1496,0.967513,4,24
upper_10015.png,-0.4460,0.2861,-0.2478,0.5633,0.794326,6,26
upper_10015.png,-0.4258,0.1201,-0.2999,0.2869,0.902147,5,25
upper_10016.png,-0.4395,0.2952,-0.2638,0.5749,0.783415,6,16
upper_10016.png,-0.4184,0.1178,-0.2697,0.3038,0.881012,5,15
upper_10016.png,-0.3734,-0.0512,-0.2365,0.1374,0.972238,4,14
upper_10016.png,-0.3194,-0.2252,-0.1901,-0.0293,-0.912525,3,13
upper_10016.png,-0.2548,-0.3533,-0.1407,-0.1578,-0.781231,2,12
upper_10016.png,-0.1511,-0.3659,-0.0009,-0.1826,-0.630462,1,11
upper_10016.png,-0.1413,-0.4078,0.0033,-0.2064,-0.610648,1,21
upper_10016.png,-0.2209,-0.3271,-0.1073,-0.1397,-0.763347,2,22
upper_10016.png,-0.3103,-0.2357,-0.1853,-0.0341,-0.898557,3,23
upper_10016.png,-0.3788,-0.0738,-0.2330,0.1242,0.982591,4,24
upper_10016.png,-0.4237,0.0970,-0.2857,0.2914,0.894003,5,25
upper_10016.png,-0.4723,0.2570,-0.3018,0.5425,0.811915,6,26
upper_10017.png,-0.4466,0.2222,-0.2543,0.5676,0.818611,6,16
upper_10017.png,-0.3967,0.0278,-0.2510,0.2493,0.926082,4,14
upper_10017.png,-0.3312,-0.1782,-0.2025,0.0810,-0.964272,3,13
upper_10017.png,-0.2343,-0.2752,-0.1300,-0.0823,-0.841499,2,12
upper_10017.png,-0.1377,-0.3829,0.0027,-0.1727,-0.630728,1,11
upper_10017.png,-0.1453,-0.3911,-0.0047,-0.2169,-0.642898,1,21
upper_10017.png,-0.2382,-0.2789,-0.1330,-0.1008,-0.821315,2,22
upper_10017.png,-0.3273,-0.1763,-0.1996,0.0708,-0.970260,3,23
upper_10017.png,-0.3857,0.0240,-0.2479,0.2548,0.922176,4,24
upper_10017.png,-0.4556,0.2155,-0.2540,0.5740,0.823484,6,26
upper_10018.png,-0.5062,0.2350,-0.3231,0.5374,0.839587,6,16
upper_10018.png,-0.4198,0.0938,-0.2856,0.3133,0.895085,5,15
upper_10018.png,-0.3800,-0.0764,-0.2295,0.1449,0.977155,4,14
upper_10018.png,-0.3020,-0.2338,-0.1851,-0.0158,-0.912033,3,13
upper_10018.png,-0.2328,-0.3468,-0.1160,-0.1348,-0.769015,2,12
upper_10018.png,-0.1294,-0.4043,0.0023,-0.1911,-0.601132,1,11
upper_10018.png,-0.1339,-0.3882,-0.0016,-0.1753,-0.631075,1,21
upper_10018.png,-0.2372,-0.3072,-0.1224,-0.1105,-0.805614,2,22
upper_10018.png,-0.3260,-0.2323,-0.2124,-0.0373,-0.901530,3,23
upper_10018.png,-0.3788,-0.0506,-0.2263,0.1634,0.959649,4,24
upper_10018.png,-0.4161,0.1116,-0.2806,0.3189,0.885311,5,25
upper_10018.png,-0.4575,0.2551,-0.2914,0.5799,0.814501,6,26
upper_10019.png,-0.4759,0.2279,-0.2700,0.5312,0.798537,6,16
upper_10019.png,-0.4011,0.0912,-0.2481,0.2811,0.875967,5,15
upper_10019.png,-0.3552,-0.0640,-0.1937,0.1361,0.963240,4,14
upper_10019.png,-0.3047,-0.2263,-0.1732,-0.0411,-0.879071,3,13
upper_10019.png,-0.2114,-0.3143,-0.0875,-0.1499,-0.728867,2,12
upper_10019.png,-0.1159,-0.4031,0.0161,-0.2247,-0.569986,1,11
upper_10019.png,-0.1364,-0.3950,-0.0160,-0.2155,-0.612934,1,21
upper_10019.png,-0.2340,-0.3001,-0.1123,-0.1309,-0.759987,2,22
upper_10019.png,-0.3169,-0.2089,-0.1862,-0.0250,-0.902014,3,23
upper_10019.png,-0.3561,-0.0342,-0.1965,0.1520,0.946565,4,24
upper_10019.png,-0.3727,0.1365,-0.2228,0.3189,0.837257,5,25
upper_10019.png,-0.4289,0.2793,-0.2340,0.5686,0.768386,6,26
upper_1002.png,-0.5140,0.2317,-0.3166,0.5085,0.818797,6,16
upper_1002.png,-0.4529,0.0995,-0.2840,0.2906,0.890329,5,15
upper_1002.png,-0.4039,-0.0760,-0.2267,0.1392,0.971009,4,14
upper_1002.png,-0.3249,-0.2090,-0.1813,-0.0044,-0.917663,3,13
upper_1002.png,-0.2513,-0.3251,-0.1187,-0.1417,-0.769799,2,12
upper_1002.png,-0.1490,-0.4213,0.0037,-0.2181,-0.599341,1,11
upper_1002.png,-0.1751,-0.4220,-0.0224,-0.2315,-0.628317,1,21
upper_1002.png,-0.2553,-0.3165,-0.1291,-0.1419,-0.772970,2,22
upper_1002.png,-0.3408,-0.1938,-0.1970,0.0161,-0.933047,3,23
upper_1002.png,-0.3964,-0.0252,-0.2439,0.1680,0.947687,4,24
upper_1002.png,-0.4294,0.1365,-0.2583,0.3215,0.862296,5,25
upper_1002.png,-0.4904,0.2583,-0.2993,0.5252,0.815568,6,26
upper_10020.png,-0.4606,0.1787,-0.2852,0.5310,0.849321,6,16
upper_10020.png,-0.3825,0.0102,-0.2469,0.2501,0.920211,4,14
upper_10020.png,-0.3196,-0.1815,-0.1914,0.0599,-0.958276,3,13
upper_10020.png,-0.2257,-0.3204,-0.1094,-0.0674,-0.814705,2,12
upper_10020.png,-0.1378,-0.4159,-0.0009,-0.1279,-0.631832,1,11
upper_10020.png,-0.1398,-0.4021,-0.0024,-0.1213,-0.632814,1,21
upper_10020.png,-0.2440,-0.3173,-0.1323,-0.0726,-0.825247,2,22
upper_10020.png,-0.3300,-0.1737,-0.2017,0.0812,-0.965863,3,23
upper_10020.png,-0.3956,0.0152,-0.2501,0.2419,0.922345,4,24
upper_10020.png,-0.4432,0.2072,-0.2540,0.5534,0.818086,6,26
upper_10021.png,-0.4661,0.2371,-0.2931,0.5091,0.816303,6,16
upper_10021.png,-0.4034,0.0845,-0.2637,0.3050,0.882485,5,15
upper_10021.png,-0.3432,-0.0698,-0.2050,0.1343,0.976952,4,14
upper_10021.png,-0.2870,-0.2372,-0.1654,-0.0368,-0.888715,3,13
upper_10021.png,-0.2065,-0.3166,-0.0798,-0.1337,-0.748583,2,12
upper_10021.png,-0.1064,-0.4154,0.0384,-0.2123,-0.547692,1,11
upper_10021.png,-0.1801,-0.4479,-0.0406,-0.2250,-0.653595,1,21
upper_10021.png,-0.2631,-0.3159,-0.1388,-0.1144,-0.809579,2,22
upper_10021.png,-0.3708,-0.0750,-0.2335,0.1358,0.977867,4,24
upper_10021.png,-0.4325,0.0820,-0.2920,0.2983,0.900103,5,25
upper_10021.png,-0.4924,0.2267,-0.3159,0.5075,0.831565,6,26
upper_10022.png,-0.4902,0.1989,-0.3064,0.5589,0.830821,6,16
upper_10022.png,-0.3945,-0.0059,-0.2289,0.2349,0.936432,4,14
upper_10022.png,-0.3355,-0.2118,-0.1996,0.0357,-0.935469,3,13
upper_10022.png,-0.2359,-0.2967,-0.1147,-0.0557,-0.827288,2,12
upper_10022.png,-0.1399,-0.3855,0.0022,-0.1009,-0.650328,1,11
upper_10022.png,-0.1393,-0.3966,0.0007,-0.0894,-0.646356,1,21
upper_10022.png,-0.2369,-0.3044,-0.1164,-0.0524,-0.830551,2,22
upper_10022.png,-0.3312,-0.1982,-0.2078,0.0475,-0.944833,3,23
upper_10022.png,-0.3991,-0.0186,-0.2472,0.2400,0.932219,4,24
upper_10022.png,-0.4734,0.1947,-0.2886,0.5621,0.826586,6,26
upper_10023.png,-0.4747,0.2695,-0.2898,0.5425,0.805606,6,16
upper_10023.png,-0.4179,0.1050,-0.2703,0.3115,0.876597,5,15
upper_10023.png,-0.3793,-0.0670,-0.2351,0.1356,0.974457,4,14
upper_10023.png,-0.3211,-0.2353,-0.1946,-0.0305,-0.895271,3,13
upper_10023.png,-0.2352,-0.3449,-0.1204,-0.1348,-0.760722,2,12
upper_10023.png,-0.1318,-0.4015,-0.0026,-0.1748,-0.614526,1,11
upper_10023.png,-0.1315,-0.3950,-0.0008,-0.1721,-0.613390,1,21
upper_10023.png,-0.2364,-0.3435,-0.1198,-0.1307,-0.753797,2,22
upper_10023.png,-0.3194,-0.2262,-0.1900,-0.0098,-0.912304,3,23
upper_10023.png,-0.3834,-0.0564,-0.2399,0.1533,0.966276,4,24
upper_10023.png,-0.4253,0.1096,-0.2780,0.3051,0.879499,5,25
upper_10023.png,-0.4594,0.2555,-0.2933,0.5335,0.808914,6,26
upper_10024.png,-0.4571,0.2832,-0.2872,0.5578,0.806724,6,16
upper_10024.png,-0.4171,0.1159,-0.2776,0.2990,0.888771,5,15
upper_10024.png,-0.3768,-0.0680,-0.2183,0.1435,0.977734,4,14
upper_10024.png,-0.3035,-0.2346,-0.1805,-0.0257,-0.907600,3,13
upper_10024.png,-0.2378,-0.3952,-0.1144,-0.1845,-0.751636,2,12
upper_10024.png,-0.1322,-0.3768,0.0042,-0.1811,-0.610031,1,11
upper_10024.png,-0.1360,-0.3859,-0.0058,-0.1952,-0.631182,1,21
upper_10024.png,-0.2429,-0.3775,-0.1248,-0.1616,-0.760010,2,22
upper_10024.png,-0.3168,-0.2327,-0.1931,-0.0277,-0.906849,3,23
upper_10024.png,-0.3747,-0.0539,-0.2139,0.1588,0.967784,4,24
upper_10024.png,-0.4100,0.1350,-0.2615,0.3213,0.876428,5,25
upper_10024.png,-0.4519,0.3001,-0.2755,0.5681,0.799712,6,26
upper_10025.png,-0.4425,0.2211,-0.2522,0.5744,0.827953,6,16
upper_10025.png,-0.3842,0.0209,-0.2458,0.2574,0.923961,4,14
upper_10025.png,-0.3372,-0.1871,-0.2035,0.0657,-0.975075,3,13
upper_10025.png,-0.2421,-0.2945,-0.1236,-0.0904,-0.823819,2,12
upper_10025.png,-0.1432,-0.3740,-0.0061,-0.1541,-0.666534,1,11
upper_10025.png,-0.1352,-0.3767,0.0034,-0.1519,-0.636585,1,21
upper_10025.png,-0.2388,-0.3001,-0.1193,-0.0970,-0.808785,2,22
upper_10025.png,-0.3263,-0.2030,-0.1981,0.0547,-0.962141,3,23
upper_10025.png,-0.3825,0.0082,-0.2457,0.2587,0.927928,4,24
upper_10025.png,-0.4622,0.1834,-0.2729,0.5456,0.838886,6,26
upper_10026.png,-0.4460,0.2200,-0.2535,0.5760,0.831023,6,16
upper_10026.png,-0.3872,0.0218,-0.2479,0.2617,0.923429,4,14
upper_10026.png,-0.3355,-0.1812,-0.2086,0.0652,-0.969940,3,13
upper_10026.png,-0.2441,-0.2873,-0.1292,-0.0873,-0.838595,2,12
upper_10026.png,-0.1455,-0.3741,-0.0051,-0.1477,-0.653182,1,11
upper_10026.png,-0.1358,-0.3762,0.0053,-0.1472,-0.643742,1,21
upper_10026.png,-0.2352,-0.2981,-0.1200,-0.0942,-0.816761,2,22
upper_10026.png,-0.3237,-0.1958,-0.2009,0.0552,-0.959864,3,23
upper_10026.png,-0.3790,0.0166,-0.2428,0.2662,0.920813,4,24
upper_10026.png,-0.4619,0.1886,-0.2705,0.5515,0.837863,6,26
